lot_area,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,bsmt_unf_sf,heating,central_air,1st_flr_sf,2nd_flr_sf,total_sqr_ft,bedrooms,kitchen_qual,total_rooms,garage_type,car_garage,garage_area,wood_deck_sf,open_porch_sf,enclosed_porch,screen_porch,mo_sold,yr_sold,total_bathrooms,remodeled_y/n,total_bsmtfin_sf,finbsmt/gr_liv_area,avg_cs_index_value
12438,CollgCr,1Fam,Two Story,6,5,1995,1995,781,GasA,Y,795,704,1499,3,Gd,6,Attchd,2,473,413,91,0,0,8,2006,3,N,0,1499,183.48
6120,BrkSide,1Fam,Finished 1 1/2 Story,4,7,1935,1995,884,GasA,Y,989,584,1573,3,Gd,6,Detchd,1,240,0,0,54,120,9,2009,1,Y,0,1573,148.55
9808,CollgCr,1Fam,Single Story,7,5,2002,2002,785,GasA,Y,1573,0,1573,3,Gd,6,Attchd,2,544,0,72,0,0,3,2009,3,N,788,2361,148.55
9375,Somerst,1Fam,Two Story,8,5,2003,2004,1053,GasA,Y,1053,939,1992,3,Gd,9,Attchd,2,648,140,45,0,0,8,2008,3,Y,0,1992,164.06
10382,NAmes,2fmCon,Split Level Style,6,5,1958,1958,75,GasA,Y,1095,0,1095,2,TA,6,Attchd,1,264,0,0,0,0,3,2006,2,N,513,1608,183.48
8212,Edwards,1Fam,Finished 1 1/2 Story,5,6,1941,1950,94,GasA,Y,854,444,1298,3,TA,6,Detchd,1,256,84,0,0,0,9,2009,1,Y,626,1924,148.55
13072,SawyerW,1Fam,Single Story,6,5,2005,2006,1095,GasA,Y,1175,0,1175,3,Gd,6,0,0,0,0,90,0,0,6,2008,2,Y,80,1255,164.06
1533,MeadowV,Twnhs,Two Story,4,5,1970,1970,138,GasA,Y,546,546,1092,3,TA,5,CarPort,1,286,0,0,0,0,12,2006,2,N,408,1500,183.48
15523,CollgCr,1Fam,Single Story,5,6,1972,1972,404,GasA,Y,864,0,864,3,TA,5,Attchd,1,338,0,0,0,0,8,2009,2,N,460,1324,148.55
10050,NAmes,1Fam,Single Story,5,5,1955,1955,928,GasA,Y,1216,0,1216,3,TA,5,Attchd,1,336,0,0,0,0,8,2007,2,N,288,1504,179.94
8089,StoneBr,1Fam,Single Story,8,6,2007,2007,474,GasA,Y,1419,0,1419,2,Gd,7,Attchd,2,567,140,0,0,0,10,2007,3,N,945,2364,179.94
7819,Edwards,1Fam,Split Level Style,6,5,1976,1976,480,GasA,Y,1117,0,1117,3,TA,6,Detchd,2,672,144,0,0,0,3,2010,2,N,549,1666,144.67
11002,NoRidge,1Fam,Two Story,8,5,1998,1999,341,GasA,Y,1411,1171,2582,4,Gd,9,Attchd,3,758,286,60,0,0,1,2007,4,Y,1048,3630,179.94
10708,ClearCr,1Fam,Single Story,5,5,1955,1993,470,GasA,Y,1867,0,1867,2,TA,7,Attchd,1,303,476,0,0,142,11,2009,2,Y,1147,3014,148.55
11670,Somerst,1Fam,Single Story,9,5,2006,2006,1905,GasA,Y,1905,0,1905,3,Ex,8,Attchd,3,788,0,191,0,0,3,2007,2,N,0,1905,179.94
5400,OldTown,1Fam,Single Story,5,6,1920,1950,691,GasA,Y,691,0,691,2,Ex,4,Detchd,1,216,0,20,94,0,1,2007,1,Y,0,691,179.94
7585,Edwards,1Fam,Finished 1 1/2 Story,5,3,1948,1950,810,GasA,Y,1002,454,1456,4,TA,7,Detchd,1,280,0,0,0,0,8,2006,3,Y,0,1456,183.48
6853,Timber,1Fam,Single Story,8,5,2001,2002,262,GasA,Y,1296,0,1296,2,Gd,6,Attchd,2,471,192,25,0,0,6,2009,3,Y,1005,2301,148.55
9600,NWAmes,1Fam,Two Story,7,5,1974,1974,467,GasA,Y,1165,896,2061,4,TA,8,Attchd,2,498,0,77,0,196,5,2009,4,N,698,2759,148.55
11646,CollgCr,1Fam,Two Story,6,5,2005,2006,704,GasA,Y,704,718,1422,3,Gd,7,Attchd,2,440,36,28,0,0,7,2009,3,Y,0,1422,148.55
3869,Edwards,TwnhsE,Single Story,5,6,1984,1984,0,GasA,Y,1038,0,1038,2,TA,5,Attchd,1,264,0,105,0,0,7,2007,2,N,1038,2076,179.94
5747,OldTown,1Fam,Single Story,3,4,1920,1950,798,GasA,Y,840,0,840,2,Fa,5,Detchd,1,250,112,0,0,0,6,2006,1,Y,0,840,183.48
10872,NridgHt,1Fam,Single Story,9,5,2006,2006,467,GasA,Y,1531,0,1531,2,Ex,6,Attchd,3,700,184,52,0,0,2,2009,3,N,1037,2568,148.55
10206,Somerst,1Fam,Single Story,8,5,2008,2008,1614,GasA,Y,1658,0,1658,3,Gd,7,Attchd,3,726,144,44,0,0,9,2009,3,N,0,1658,148.55
11218,SawyerW,1Fam,Two Story,6,5,1992,1992,1055,GasA,Y,1055,790,1845,3,Gd,8,Attchd,2,462,635,104,0,0,5,2010,3,N,0,1845,144.67
8640,Somerst,1Fam,Two Story,8,5,2007,2007,546,GasA,Y,896,896,1792,3,Gd,8,Attchd,2,590,184,96,0,0,11,2007,3,N,350,2142,179.94
9533,NAmes,1Fam,Single Story,5,5,1953,1953,0,GasA,Y,1210,0,1210,2,TA,7,Attchd,1,616,208,0,100,0,8,2009,2,N,0,1210,148.55
7500,Somerst,1Fam,Single Story,8,5,2006,2007,1348,GasA,Y,1448,0,1448,2,Gd,6,Attchd,2,692,0,140,0,0,6,2009,2,Y,24,1472,148.55
9000,IDOTRR,1Fam,Single Story,2,3,1949,1950,430,GasA,N,480,0,480,1,TA,4,Detchd,1,308,0,0,0,0,10,2006,1,Y,50,530,183.48
14364,SawyerW,1Fam,Two Story,7,5,1988,1989,92,GasA,Y,1180,882,2062,3,TA,7,Attchd,2,454,60,55,0,154,4,2007,4,Y,1065,3127,179.94
9254,NridgHt,1Fam,Single Story,8,5,2005,2005,1602,GasA,Y,1721,0,1721,3,Gd,7,Attchd,2,554,168,27,0,0,1,2007,3,N,119,1840,179.94
6240,BrkSide,1Fam,Finished 1 1/2 Story,4,7,1929,1950,624,GasA,Y,624,512,1136,2,TA,6,Detchd,1,336,0,365,80,0,8,2008,2,Y,80,1216,164.06
8410,Mitchel,1Fam,Split Foyer Style,6,6,1974,1974,46,GasA,Y,1026,0,1026,2,TA,5,Attchd,2,528,193,0,0,0,4,2007,2,N,924,1950,179.94
7000,IDOTRR,1Fam,Finished 1 1/2 Story,6,7,1940,1950,345,GasA,Y,720,495,1215,3,Gd,6,Detchd,2,720,0,0,30,0,6,2007,1,Y,375,1590,179.94
9000,IDOTRR,1Fam,Two Story,4,6,1920,1950,592,GasA,Y,432,432,864,3,Fa,5,Detchd,1,216,0,30,160,0,6,2008,2,Y,0,864,164.06
10320,IDOTRR,2fmCon,Two Story,6,7,1915,1965,160,GasA,Y,754,649,1403,3,TA,7,Detchd,1,308,0,0,288,0,6,2009,3,Y,538,1941,148.55
11064,Veenker,TwnhsE,Single Story,8,5,1995,1995,0,GasA,Y,1239,0,1239,1,Gd,4,Attchd,2,477,172,24,0,0,8,2008,3,N,1230,2469,164.06
10541,SawyerW,1Fam,Split Level Style,7,5,1996,1996,672,GasA,Y,1302,735,2037,3,Gd,8,Attchd,2,472,100,33,0,0,2,2008,3,N,0,2037,164.06
7314,CollgCr,1Fam,Single Story,7,5,2007,2007,508,GasA,Y,1232,0,1232,2,Gd,6,Attchd,2,632,132,0,0,0,2,2009,3,N,724,1956,148.55
5063,NridgHt,Twnhs,Single Story,7,5,2007,2008,410,GasA,Y,1314,0,1314,2,Gd,6,Attchd,2,626,172,62,0,0,4,2009,3,Y,904,2218,148.55
6285,Sawyer,1Fam,Single Story,5,5,1977,1977,405,GasA,Y,894,0,894,2,TA,5,Detchd,1,308,192,0,0,0,3,2007,2,N,489,1383,179.94
9571,Edwards,1Fam,Single Story,5,6,1956,1956,639,GasA,Y,1509,0,1509,3,Gd,6,Attchd,1,322,158,0,0,576,7,2008,2,N,870,2379,164.06
9639,OldTown,1Fam,Two Story,4,8,1900,1950,1075,GasA,Y,1156,642,1798,4,TA,7,Detchd,2,342,0,0,160,0,11,2007,3,Y,0,1798,179.94
4080,OldTown,1Fam,Finished 1 1/2 Story,6,8,1935,1998,901,GasA,Y,861,517,1378,3,Gd,6,Detchd,1,162,54,0,40,0,7,2009,1,Y,0,1378,148.55
10367,NridgHt,1Fam,Single Story,9,5,2008,2008,724,GasA,Y,1743,0,1743,3,Ex,8,Attchd,3,927,168,45,0,0,6,2009,3,N,1015,2758,148.55
13770,Sawyer,1Fam,Single Story,5,6,1958,1998,95,GasA,Y,1176,0,1176,3,TA,6,Attchd,1,303,0,0,0,0,10,2007,2,Y,1063,2239,179.94
9239,Sawyer,1Fam,Single Story,5,8,1963,2003,326,GasA,Y,960,0,960,3,Gd,6,Attchd,1,300,168,0,0,0,3,2008,2,Y,634,1594,164.06
5976,OldTown,Duplex,Two Story,5,7,1920,1950,624,GasA,N,624,624,1248,2,TA,8,0,0,0,0,130,256,0,11,2006,2,Y,0,1248,183.48
7635,NAmes,1Fam,Single Story,5,6,1960,1960,237,GasA,Y,1175,0,1175,3,TA,6,Detchd,2,484,0,0,0,0,6,2010,2,N,938,2113,144.67
14774,NoRidge,1Fam,Two Story,9,5,1999,1999,1393,GasA,Y,1422,1177,2599,4,Gd,10,BuiltIn,3,779,668,30,0,0,5,2010,3,N,0,2599,144.67
9600,NAmes,1Fam,Single Story,5,6,1959,1959,50,GasA,Y,1041,0,1041,3,TA,6,Attchd,1,270,224,88,0,0,7,2009,2,N,991,2032,148.55
7500,Somerst,1Fam,Single Story,7,5,2004,2005,811,GasA,Y,1221,0,1221,2,Gd,6,Attchd,2,400,0,113,0,0,10,2009,3,Y,410,1631,148.55
11075,Mitchel,1Fam,Two Story,5,4,1969,1969,29,GasA,Y,1168,800,1968,4,TA,7,Attchd,2,530,305,189,0,0,9,2008,4,N,755,2723,164.06
7132,NridgHt,TwnhsE,Single Story,8,5,2006,2006,1346,GasA,Y,1370,0,1370,2,Gd,6,Attchd,2,484,120,49,0,0,4,2010,2,N,24,1394,144.67
9084,Gilbert,1Fam,Two Story,7,5,1998,1998,935,GasA,Y,955,677,1632,3,TA,8,Attchd,2,462,0,28,0,0,6,2006,3,N,0,1632,183.48
7931,NAmes,1Fam,Single Story,5,6,1960,1960,363,GasA,Y,1269,0,1269,3,TA,6,Detchd,1,308,0,0,0,0,6,2008,2,N,906,2175,164.06
5310,OldTown,1Fam,Finished 1 1/2 Story,6,8,1910,2003,485,GasA,Y,1001,634,1635,2,Gd,5,Attchd,1,255,394,0,0,0,5,2006,1,Y,0,1635,183.48
7658,NridgHt,TwnhsE,Single Story,9,5,2005,2005,1296,GasA,Y,1752,0,1752,2,Ex,6,Attchd,2,576,196,82,0,0,2,2010,3,N,456,2208,144.67
10007,NAmes,1Fam,Single Story,5,7,1959,2006,247,GasA,Y,1053,0,1053,3,Gd,5,Attchd,1,312,0,0,0,0,11,2008,3,Y,806,1859,164.06
9200,NoRidge,1Fam,Two Story,8,5,1998,1998,484,GasA,Y,1470,1160,2630,4,Gd,8,Attchd,3,696,0,66,0,0,6,2008,4,N,986,3616,164.06
5105,Somerst,TwnhsE,Two Story,7,5,2004,2004,312,GasA,Y,551,551,1102,2,Gd,4,Detchd,2,480,0,60,0,0,3,2007,3,N,239,1341,179.94
9350,NAmes,1Fam,Split Level Style,5,8,1965,1999,586,GasA,Y,1265,0,1265,3,Gd,6,Attchd,2,502,0,92,0,0,5,2008,3,Y,633,1898,164.06
8029,Gilbert,1Fam,Two Story,6,5,2005,2005,728,GasA,Y,728,728,1456,3,Gd,8,Attchd,2,400,100,24,0,0,7,2008,3,N,0,1456,164.06
12285,NAmes,1Fam,Single Story,7,6,1960,1960,785,GasA,Y,1329,0,1329,3,TA,5,Attchd,2,441,0,0,203,0,8,2009,2,N,544,1873,148.55
11778,CollgCr,1Fam,Single Story,9,5,2008,2008,186,GasA,Y,2276,0,2276,3,Ex,7,Attchd,3,1348,0,0,70,255,6,2008,3,N,2085,4361,164.06
8749,CollgCr,1Fam,Two Story,7,5,2003,2003,325,GasA,Y,992,940,1932,3,Gd,7,Attchd,2,610,0,120,0,0,6,2007,4,N,654,2586,179.94
9627,Mitchel,1Fam,Two Story,7,5,1993,1994,238,GasA,Y,996,1004,2000,3,TA,9,Attchd,3,650,190,48,0,0,11,2006,3,Y,758,2758,183.48
9200,NAmes,1Fam,Single Story,6,6,1965,1965,244,GasA,Y,1136,0,1136,3,TA,5,Attchd,1,384,426,0,0,0,7,2008,2,N,892,2028,164.06
8450,NAmes,1Fam,Single Story,5,6,1968,1968,281,GasA,Y,1056,0,1056,3,TA,6,Attchd,1,304,0,85,184,0,7,2010,2,N,775,1831,144.67
10125,Mitchel,Duplex,Finished 1 1/2 Story,5,5,1977,1977,0,GasA,Y,1302,432,1734,4,Gd,8,Attchd,2,539,0,0,0,0,8,2009,2,N,0,1734,148.55
8700,NAmes,1Fam,Single Story,5,6,1963,1963,344,GasA,Y,1128,0,1128,3,TA,6,Attchd,2,525,192,20,123,0,12,2008,3,N,776,1904,164.06
10044,Edwards,1Fam,Single Story,5,6,1968,1968,126,GasA,Y,1196,0,1196,3,TA,6,Attchd,1,336,257,0,168,0,6,2010,2,N,1070,2266,144.67
8814,CollgCr,1Fam,Single Story,7,5,2005,2007,349,GasA,Y,1274,0,1274,3,Gd,6,Attchd,2,508,264,98,0,0,1,2007,3,Y,925,2199,179.94
7111,BrkSide,1Fam,Single Story,5,7,1928,1983,329,GasA,Y,1143,0,1143,2,TA,5,Detchd,1,288,265,0,0,0,10,2008,1,Y,679,1822,164.06
7550,Edwards,1Fam,Finished 1 1/2 Story,4,5,1920,1950,951,GasW,N,986,376,1362,4,TA,7,Detchd,1,280,0,0,0,0,3,2007,2,Y,0,1362,179.94
8125,Gilbert,1Fam,Two Story,6,5,1994,1995,702,GasA,Y,702,779,1481,3,TA,6,Attchd,2,343,0,36,0,0,3,2009,3,Y,0,1481,148.55
8125,Somerst,1Fam,Two Story,7,6,2007,2007,813,GasA,Y,822,843,1665,3,Gd,7,Attchd,2,562,0,0,0,0,5,2008,3,N,0,1665,164.06
10400,CollgCr,1Fam,Two Story,7,5,2001,2001,1257,GasA,Y,1290,871,2161,3,Gd,8,Attchd,2,570,0,84,0,0,6,2008,3,N,0,2161,164.06
12852,Timber,1Fam,Two Story,8,5,2007,2007,150,GasA,Y,920,860,1780,3,Gd,6,Attchd,2,612,0,192,0,0,1,2008,4,N,770,2550,164.06
8512,NAmes,Duplex,Single Story,5,5,1960,1960,1556,GasA,Y,1556,0,1556,4,TA,8,0,0,0,0,0,0,0,9,2006,2,N,0,1556,183.48
8857,Gilbert,1Fam,Two Story,6,5,2006,2006,738,GasA,Y,738,757,1495,3,Gd,7,Attchd,2,440,100,30,0,0,3,2007,3,N,0,1495,179.94
3922,Blmngtn,TwnhsE,Single Story,7,5,2006,2007,1258,GasA,Y,1402,0,1402,2,Gd,7,Attchd,3,648,120,16,0,0,2,2007,4,Y,0,1402,179.94
9120,NAmes,1Fam,Single Story,6,6,1958,1958,599,GasA,Y,1261,0,1261,3,TA,6,Attchd,2,433,0,0,0,288,11,2008,2,N,662,1923,164.06
8500,NAmes,1Fam,Single Story,5,3,1961,1961,635,GasA,Y,1235,0,1235,2,TA,6,Attchd,2,480,0,0,0,0,12,2006,1,N,600,1835,183.48
19645,Crawfor,1Fam,Split Level Style,7,6,1994,2007,80,GasA,Y,896,756,1652,3,Gd,6,BuiltIn,2,473,0,0,0,0,6,2010,4,Y,343,1995,144.67
13253,Somerst,1Fam,Single Story,7,5,2006,2006,482,GasA,Y,1578,0,1578,3,Gd,7,Attchd,3,642,0,26,0,0,5,2008,3,N,1096,2674,164.06
10420,Edwards,1Fam,Single Story,6,5,2009,2009,1176,GasA,Y,1212,0,1212,3,Gd,6,Attchd,2,460,100,22,0,0,3,2010,2,N,36,1248,144.67
3180,Somerst,TwnhsE,Two Story,7,5,2005,2005,600,GasA,Y,520,600,1200,2,Gd,4,Detchd,2,480,0,166,0,0,4,2006,3,N,0,1200,183.48
10382,NWAmes,1Fam,Two Story,7,6,1973,1973,216,GasA,Y,1107,983,2090,3,TA,7,Attchd,2,484,235,204,228,0,11,2009,4,N,891,2981,148.55
8660,IDOTRR,1Fam,Two Story,5,6,1900,1993,760,GasA,N,928,928,2168,5,Gd,11,Detchd,2,576,467,160,78,0,12,2009,2,Y,0,2168,148.55
8314,Somerst,1Fam,Two Story,7,5,1997,1998,569,GasA,Y,854,840,1694,3,Gd,6,BuiltIn,1,434,0,382,0,110,11,2006,3,Y,0,1694,183.48
9760,NAmes,1Fam,Two Story,6,8,1964,1993,169,GasA,Y,1020,831,1851,3,Gd,7,Attchd,2,440,239,42,0,0,4,2007,3,Y,653,2504,179.94
9802,Timber,1Fam,Split Level Style,5,5,2006,2007,352,GasA,Y,712,730,1442,3,TA,6,BuiltIn,2,400,100,0,0,0,4,2008,3,Y,0,1442,164.06
5664,StoneBr,TwnhsE,Single Story,8,5,2000,2000,343,GasA,Y,1659,0,1659,2,Ex,5,Attchd,2,499,212,59,0,0,10,2009,3,N,1158,2817,148.55
6000,OldTown,1Fam,Single Story,6,6,1925,1980,706,GasA,Y,1103,0,1103,2,Gd,5,Detchd,2,440,166,120,0,0,7,2006,1,Y,397,1500,183.48
9291,SawyerW,1Fam,Two Story,6,5,1993,1993,406,GasA,Y,832,878,1710,3,Gd,7,Attchd,2,506,144,70,0,0,6,2008,3,N,426,2136,164.06
7296,StoneBr,TwnhsE,Single Story,8,5,2004,2005,243,GasA,Y,2522,0,2522,1,Gd,8,Attchd,2,564,182,57,0,0,11,2009,3,Y,1965,4487,148.55
14419,Timber,1Fam,Split Level Style,7,5,1987,1989,117,GasA,Y,1479,0,1479,3,Gd,7,Attchd,2,578,224,238,0,0,7,2009,5,Y,1528,3007,148.55
3982,Blmngtn,TwnhsE,Single Story,8,5,2006,2006,366,GasA,Y,1567,0,1567,1,Ex,7,Attchd,3,648,312,0,0,0,10,2006,3,N,1154,2721,183.48
8856,NAmes,1Fam,Single Story,5,4,1957,1957,503,GasA,Y,1176,0,1176,3,TA,6,Attchd,1,292,0,88,0,95,5,2008,2,N,673,1849,164.06
6402,IDOTRR,1Fam,Two Story,5,5,1920,1950,596,GasA,N,596,596,1192,3,TA,6,Detchd,1,189,0,0,137,0,7,2009,1,Y,0,1192,148.55
8927,Sawyer,Duplex,Finished 1 1/2 Story,6,6,1977,1977,0,GasA,Y,1286,368,1654,4,TA,10,Attchd,2,528,0,0,0,0,8,2006,2,N,0,1654,183.48
8445,CollgCr,1Fam,Split Foyer Style,5,7,1972,2007,112,GasA,Y,768,0,768,2,TA,5,Detchd,2,396,58,0,0,0,5,2009,2,Y,656,1424,148.55
11170,Timber,1Fam,Two Story,7,5,1990,1991,0,GasA,Y,1298,1216,2514,4,TA,8,Attchd,2,693,0,0,0,0,4,2006,3,Y,1216,3730,183.48
1680,BrDale,Twnhs,Two Story,6,5,1972,1972,483,GasA,Y,483,504,987,2,TA,5,Attchd,1,288,0,0,0,0,6,2006,2,N,0,987,183.48
2522,Edwards,Twnhs,Two Story,6,5,2004,2006,970,GasA,Y,970,739,1709,3,Gd,7,Detchd,2,380,0,40,0,0,4,2006,2,Y,0,1709,183.48
7740,NridgHt,TwnhsE,Single Story,9,5,2006,2006,663,GasA,Y,1686,0,1686,1,Ex,6,Attchd,3,899,266,100,0,0,6,2006,3,N,1023,2709,183.48
13695,SawyerW,1Fam,Single Story,5,5,2004,2004,468,GasA,Y,1114,0,1114,3,Gd,6,Detchd,2,576,0,102,0,0,6,2008,3,N,646,1760,164.06
9591,NridgHt,1Fam,Two Story,8,5,2004,2005,1143,GasA,Y,1143,1330,2473,4,Gd,9,BuiltIn,3,852,192,151,0,0,10,2007,3,Y,0,2473,179.94
10289,NAmes,1Fam,Single Story,5,7,1965,1965,237,GasW,Y,1073,0,1073,3,TA,6,Attchd,2,515,0,0,0,0,6,2007,3,N,836,1909,179.94
8800,NAmes,2fmCon,Single Story,6,7,1965,2000,34,GasA,Y,1565,0,1565,3,Gd,7,Attchd,1,299,200,25,211,0,4,2006,3,Y,1153,2718,183.48
9353,NAmes,1Fam,Single Story,4,5,1970,1970,864,GasA,Y,864,0,864,3,TA,5,Attchd,1,280,0,0,0,0,7,2006,1,N,0,864,183.48
10083,SawyerW,1Fam,Single Story,7,5,2003,2003,343,GasA,Y,1200,0,1200,2,Gd,5,Attchd,2,555,0,41,0,0,8,2009,3,N,833,2033,148.55
9278,Mitchel,1Fam,Single Story,5,5,2007,2008,1092,GasA,Y,1092,0,1092,2,TA,5,0,0,0,0,52,0,0,2,2008,1,Y,0,1092,164.06
11214,Gilbert,1Fam,Two Story,7,5,1998,1999,930,GasA,Y,956,930,1886,4,Gd,10,Attchd,2,431,89,0,0,0,7,2006,3,Y,0,1886,183.48
13128,Gilbert,1Fam,Two Story,8,5,2005,2005,1074,GasA,Y,1074,990,2064,4,Gd,7,Attchd,2,527,0,119,0,0,1,2006,3,N,0,2064,183.48
12735,NAmes,1Fam,Single Story,4,5,1972,1972,264,GasA,Y,864,0,864,3,TA,5,Detchd,2,576,216,0,0,0,4,2008,1,N,600,1464,164.06
3675,Edwards,TwnhsE,Split Foyer Style,6,5,2005,2006,0,GasA,Y,1072,0,1072,2,TA,5,Basment,2,525,0,44,0,0,6,2006,3,Y,547,1619,183.48
13680,Edwards,1Fam,Single Story,3,5,1955,1955,0,GasA,Y,1733,0,1733,4,TA,8,Attchd,2,452,0,0,0,0,6,2009,2,N,0,1733,148.55
10205,NAmes,1Fam,Split Foyer Style,5,5,1962,1962,141,GasA,Y,999,0,999,3,TA,6,Attchd,1,300,150,72,0,0,5,2006,2,N,784,1783,183.48
9770,NAmes,1Fam,Single Story,5,5,1957,1957,410,GasA,Y,922,0,922,2,TA,5,Attchd,1,308,0,34,0,0,4,2007,2,N,512,1434,179.94
9855,Edwards,1Fam,Single Story,6,5,1956,1956,1436,GasA,Y,1689,0,1689,3,TA,7,Attchd,2,480,0,0,0,0,11,2009,1,N,0,1689,148.55
8244,Gilbert,1Fam,Two Story,7,5,2004,2004,840,GasA,Y,840,880,1720,3,Gd,7,Attchd,2,440,100,48,0,0,5,2007,3,N,0,1720,179.94
23257,Gilbert,1Fam,Two Story,7,5,2006,2006,868,GasA,Y,887,1134,2021,3,Gd,9,BuiltIn,2,422,0,100,0,0,9,2006,3,N,0,2021,183.48
50102,Timber,1Fam,Single Story,6,5,1958,1958,723,GasA,Y,1650,0,1650,2,TA,6,Attchd,2,518,0,0,0,138,3,2006,2,N,909,2559,183.48
8125,NAmes,1Fam,Single Story,5,7,1965,2005,196,GasA,Y,925,0,925,3,TA,5,Detchd,2,576,233,0,0,0,4,2008,2,Y,716,1641,164.06
9317,SawyerW,1Fam,Two Story,7,5,1993,1993,227,GasA,Y,1006,769,1775,3,Gd,7,Attchd,2,425,234,72,192,0,7,2009,4,N,513,2288,148.55
9337,CollgCr,1Fam,Two Story,6,5,1997,1997,176,GasA,Y,905,881,1786,3,Gd,7,Attchd,2,684,0,162,0,0,5,2007,4,N,648,2434,179.94
9216,CollgCr,1Fam,Single Story,5,6,1975,1975,782,GasA,Y,1076,0,1076,3,TA,5,Detchd,2,576,0,0,0,0,9,2008,2,N,294,1370,164.06
7207,BrkSide,1Fam,Single Story,5,7,1958,2008,162,GasA,Y,858,0,858,2,TA,4,0,0,0,117,0,0,0,4,2010,2,Y,696,1554,144.67
7785,NAmes,1Fam,Single Story,5,5,1956,1956,0,GasA,Y,1014,0,1014,2,TA,6,Attchd,1,267,0,0,40,200,3,2008,1,N,0,1014,164.06
6289,NridgHt,TwnhsE,Single Story,6,5,2005,2006,600,GasA,Y,1362,0,1362,2,Gd,6,Attchd,2,460,192,28,0,0,6,2007,3,Y,762,2124,179.94
13001,NWAmes,1Fam,Single Story,6,5,1971,1971,1012,GasA,Y,1220,0,1220,2,TA,6,Attchd,2,944,0,0,249,0,9,2007,3,N,613,1833,179.94
9600,NAmes,1Fam,Single Story,6,5,1953,1953,131,GasA,Y,1644,0,1644,3,TA,7,Attchd,2,418,110,0,0,0,10,2009,2,N,1285,2929,148.55
10143,NAmes,1Fam,Single Story,6,7,1963,1963,996,GasA,Y,1380,0,1380,3,TA,6,Attchd,1,364,0,0,0,216,5,2009,2,N,384,1764,148.55
3010,Blmngtn,TwnhsE,Single Story,7,5,2005,2006,1232,GasA,Y,1248,0,1248,2,Gd,5,Attchd,2,438,108,0,0,0,3,2006,2,Y,16,1264,183.48
13383,Mitchel,1Fam,Single Story,5,5,1969,2000,594,GasA,Y,1404,0,1404,3,TA,7,Attchd,2,504,0,16,0,0,3,2009,2,Y,594,1998,148.55
16321,NAmes,1Fam,Single Story,5,6,1957,1997,207,GasA,Y,1600,0,1600,2,TA,6,Attchd,1,319,288,258,0,0,12,2006,2,Y,1277,2877,183.48
16545,NoRidge,1Fam,Two Story,8,5,1998,1998,503,GasA,Y,1310,1140,2450,3,Gd,7,Attchd,3,1069,0,126,0,0,5,2009,4,N,781,3231,148.55
13891,NridgHt,1Fam,Single Story,10,5,2006,2006,690,GasA,Y,2076,0,2076,2,Ex,7,Attchd,3,850,216,229,0,0,9,2006,4,N,1386,3462,183.48
11875,Mitchel,1Fam,Single Story,5,5,1999,1999,1344,GasA,Y,1344,0,1344,3,TA,7,Attchd,2,686,328,0,0,0,6,2010,2,N,0,1344,144.67
10200,NAmes,1Fam,Single Story,6,5,1974,1974,590,GasA,Y,1434,0,1434,4,TA,7,Attchd,2,528,80,21,0,0,6,2009,3,N,844,2278,148.55
6270,Crawfor,Duplex,Two Story,5,6,1949,1950,717,GasA,N,1001,1001,2002,4,TA,8,2Types,3,871,0,0,0,0,8,2007,2,Y,284,2286,179.94
9184,OldTown,1Fam,Finished 1 1/2 Story,5,7,1948,2005,780,GasA,Y,948,375,1323,3,TA,6,Detchd,2,400,0,0,0,0,6,2008,1,Y,0,1323,164.06
8238,Gilbert,1Fam,Two Story,6,5,1997,1998,113,GasA,Y,813,712,1525,3,TA,6,Attchd,2,400,421,72,0,0,5,2006,4,Y,700,2225,183.48
3907,Blueste,TwnhsE,Single Story,8,5,1989,1989,1115,GasA,Y,1191,0,1191,2,Gd,5,Attchd,2,531,112,81,0,0,3,2010,2,N,76,1267,144.67
3072,Blmngtn,TwnhsE,Single Story,7,5,2004,2004,1375,GasA,Y,1414,0,1414,2,Gd,6,Attchd,2,398,144,20,0,0,5,2006,2,N,0,1414,183.48
9900,OldTown,1Fam,Two Story,6,4,1880,1950,1008,GasW,Y,1178,1032,2210,5,Fa,8,Detchd,1,205,0,48,0,0,5,2007,2,Y,0,2210,179.94
8536,Edwards,1Fam,Single Story,5,5,2006,2007,1125,GasA,Y,1125,0,1125,2,TA,5,Attchd,2,430,80,64,0,0,4,2007,2,Y,0,1125,179.94
3842,Crawfor,TwnhsE,Single Story,8,5,2004,2005,221,GasA,Y,1646,0,1646,2,Gd,5,Attchd,2,482,128,53,0,155,1,2008,4,Y,1373,3019,164.06
32668,Crawfor,1Fam,Single Story,6,3,1957,1975,816,GasA,Y,2515,0,2515,4,TA,9,Attchd,2,484,0,0,200,0,3,2007,4,Y,1219,3734,179.94
14137,Mitchel,1Fam,Split Foyer Style,4,5,1964,1964,88,GasA,Y,1200,0,1200,3,TA,6,2Types,3,850,0,119,0,171,11,2008,2,N,1112,2312,164.06
8521,Sawyer,1Fam,Single Story,5,5,1967,1967,70,GasA,Y,912,0,912,3,TA,5,Detchd,1,336,0,0,0,0,5,2010,1,N,842,1754,144.67
9670,Crawfor,1Fam,Two Story,8,6,1935,1950,398,GasA,Y,983,890,1873,4,TA,9,Detchd,2,786,0,0,207,0,6,2008,2,Y,210,2083,164.06
